candidate_id,name,current_title,experience_years,skills,projects,technical_domains,current_company,company_type,location,github_url,portfolio_url,last_login,profile_updated_at,recruiter_response_rate,notice_period,relocation_preference,open_to_work,_profile_type
C1249,Candidate C1249,Backend + ML Engineer,6,BM25|FastAPI|sparse retrieval|vector search|MRR|dense retrieval|search relevance|hybrid retrieval|PyTorch|Kubernetes|Docker|NDCG|A/B testing|Jupyter|REST APIs|Azure|AWS,Migrated BM25 search to dense retrieval; 35% improvement in recall@10|Owned A/B testing infrastructure for ranking experiments at scale|Designed hybrid retrieval pipeline combining sparse and dense embeddings,recommendation systems,Observe.AI,product,Delhi,https://github.com/candidate_c1249,,2026-06-21,2026-06-28,0.32,0,yes,True,strong
C1250,Candidate C1250,AI Engineer,10,semantic search|re-ranking|sparse retrieval|search relevance|FAISS|ranking evaluation|scikit-learn|PyTorch|MRR|sentence-transformers|Docker|Linux|MongoDB|Git|SQL|Kafka,Built semantic search system for product discovery using FAISS and sentence-transformers|Re-ranked search results using cross-encoder model; improved MRR by 22%|Owned A/B testing infrastructure for ranking experiments at scale,CV|robotics,Unacademy,product,Pune,https://github.com/candidate_c1250,,2026-06-15,2026-05-05,0.57,0,maybe,False,strong
C1251,Candidate C1251,AI Engineer,6,production ML|embeddings|ChromaDB|ChatGPT|GCP|Redis|Jupyter|Azure|Linux,Re-ranked search results using cross-encoder model; improved MRR by 22%|Image classification with ResNet|Created GPT-4 powered Q&A system using LlamaIndex,speech|audio,Groww,product,Gurgaon,,,2026-04-29,2026-06-13,0.47,30,maybe,False,medium
C1252,Candidate C1252,Research Scientist,9,Python|vector search|hybrid retrieval|Azure|TensorFlow|Keras|REST APIs|MongoDB|AWS|Kafka,Image classification with ResNet|Time series forecasting with LSTM|Sentiment analysis classifier for product reviews,generative AI|LLMs,Adobe Research,research,Chennai,,,2026-03-12,2026-06-15,0.71,45,maybe,True,research
C1253,Candidate C1253,Principal Engineer,4,NDCG|scikit-learn|Kubernetes|re-ranking|PyTorch|LLM chains|LlamaIndex|LangGraph|LangChain|TensorFlow|NumPy|Git|Linux,Deployed learning-to-rank model for marketplace search; 18% lift in CTR|Text summarisation with BART|Image classification with ResNet,recommendation systems,Sprinklr,product,Hyderabad,,,2026-03-03,2026-06-05,0.51,0,maybe,True,medium
C1254,Candidate C1254,Data Scientist,4,hybrid retrieval|vector search|Elasticsearch|GPT-4|NumPy|matplotlib|Kafka|Azure|pandas,Built semantic search system for product discovery using FAISS and sentence-transformers|Built document QA system with Pinecone vector store|Fine-tuned LLM using LoRA for customer support chatbot,recommendation systems,HCL,service,Remote,,https://portfolio.dev/c1254,2026-05-19,2026-06-30,0.18,30,maybe,True,weak
C1255,Candidate C1255,Generative AI Specialist,2,Pinecone|Weaviate|ChromaDB|AutoGPT|LlamaIndex|OpenAI API|LLM chains|LangChain|Jupyter|Linux|Kafka|MongoDB,Built LangGraph agent for automated research|Deployed LangChain pipeline for PDF summarisation|Fine-tuned LLM using LoRA for customer support chatbot|Built document QA system with Pinecone vector store,computer vision|NLP,Capgemini,service,Kolkata,,,2026-06-24,2026-05-24,0.38,30,no,False,trap
C1256,Candidate C1256,Research Scientist,5,hybrid retrieval|BM25|sentence-transformers|matplotlib|TensorFlow|Jupyter|REST APIs,Text summarisation with BART|Image classification with ResNet|Named entity recognition model using spaCy,search|information retrieval,IISc,research,Hyderabad,,,2026-04-12,2026-05-06,0.81,15,no,False,research
C1257,Candidate C1257,Senior ML Engineer,9,re-ranking|embeddings|ranking evaluation|NDCG|Kubernetes|dense retrieval|MRR|semantic search|hybrid retrieval|A/B testing|learning-to-rank|Elasticsearch|Python|Kafka|Redis|REST APIs|pandas|Keras|Linux,Built and productionised candidate ranking API using FastAPI and vector search|Deployed learning-to-rank model for marketplace search; 18% lift in CTR|Re-ranked search results using cross-encoder model; improved MRR by 22%,LLM applications|RAG,Yellow.ai,product,Bangalore,,,2026-06-03,2026-05-11,0.8,45,yes,True,strong
C1258,Candidate C1258,ML Researcher,7,FAISS|sentence-transformers|TensorFlow|pandas|Redis|Jupyter,Image classification with ResNet|Sentiment analysis classifier for product reviews|Text summarisation with BART,NLP|text classification,Microsoft Research India,research,Remote,https://github.com/candidate_c1258,,2026-01-12,2026-06-03,0.81,15,yes,False,research
C1259,Candidate C1259,Applied AI Engineer,3,PyTorch|embeddings|sparse retrieval|ChatGPT|AutoGPT|OpenAI API|GCP|MongoDB|Keras|AWS|Linux,Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10|Built LangGraph agent for automated research|Created AI assistant using OpenAI function calling,NLP|text classification,Infosys,service,Noida,,,2026-03-14,2026-05-06,0.55,60,yes,True,medium
C1260,Candidate C1260,Senior Data Scientist,8,NDCG|production ML|BM25|Weaviate|Kafka|AWS|REST APIs|GCP|Git|Redis,Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10|Built RAG chatbot using LangChain and OpenAI|Named entity recognition model using spaCy,generative AI|LLMs,CRED,product,Gurgaon,https://github.com/candidate_c1260,,2026-02-26,2026-05-10,0.74,0,yes,True,medium
C1261,Candidate C1261,AI Developer,4,GPT-4|LLM chains|AutoGPT|RAG|LangGraph|Weaviate|Pinecone|prompt engineering|ChatGPT|Redis|Kafka,Deployed LangChain pipeline for PDF summarisation|Built document QA system with Pinecone vector store,search|information retrieval,Accenture,service,Mumbai,,,2026-06-20,2026-05-25,0.74,45,yes,True,trap
C1262,Candidate C1262,Research Scientist,7,vector search|sentence-transformers|Python|hybrid retrieval|REST APIs|MongoDB|NumPy|Linux,Time series forecasting with LSTM|Sentiment analysis classifier for product reviews|Image classification with ResNet,recommendation systems,IBM Research,research,Remote,https://github.com/candidate_c1262,,2026-02-13,2026-05-23,0.55,45,maybe,True,research
C1263,Candidate C1263,Data Scientist,6,MAP|learning-to-rank|vector search|sentence-transformers|re-ranking|Docker|sparse retrieval|A/B testing|NDCG|hybrid retrieval|embeddings|AWS|matplotlib|pandas,"Designed hybrid retrieval pipeline combining sparse and dense embeddings|Owned A/B testing infrastructure for ranking experiments at scale|Implemented offline evaluation benchmark for ranking: NDCG, MRR, MAP",recommendation systems,CRED,product,Noida,https://github.com/candidate_c1263,https://portfolio.dev/c1263,2026-06-12,2026-05-09,0.8,30,maybe,True,strong
C1264,Candidate C1264,Generative AI Specialist,5,GPT-4|OpenAI API|LangChain|AutoGPT|LlamaIndex|LangGraph|Kafka|GCP|TensorFlow,Built document QA system with Pinecone vector store|Built RAG chatbot using LangChain and OpenAI|Built LangGraph agent for automated research,retrieval|ranking|recommendation|NLP,LTIMindtree,service,Gurgaon,,,2026-06-17,2026-06-09,0.94,60,no,False,trap
C1265,Candidate C1265,Research Scientist,4,FAISS|vector search|Azure|SQL|Kafka|Keras|Redis|Git,Sentiment analysis classifier for product reviews|Named entity recognition model using spaCy|Image classification with ResNet,computer vision|NLP,IISc,research,Delhi,,,2026-03-30,2026-06-30,0.48,90,yes,False,research
C1266,Candidate C1266,Applied AI Engineer,7,production ML|embeddings|FastAPI|learning-to-rank|scikit-learn|NDCG|PyTorch|Python|MAP|FAISS|re-ranking|AWS|Azure|pandas|SQL|Keras,"Implemented offline evaluation benchmark for ranking: NDCG, MRR, MAP|Designed hybrid retrieval pipeline combining sparse and dense embeddings|Built semantic search system for product discovery using FAISS and sentence-transformers|Built recommendation engine for e-commerce using collaborative + content-based filtering",computer vision|NLP,Flipkart,product,Pune,https://github.com/candidate_c1266,,2026-06-14,2026-05-24,0.55,45,no,True,strong
C1267,Candidate C1267,AI Developer,3,search relevance|dense retrieval|MRR|scikit-learn|vector search|RAG|pandas|Redis|NumPy|MongoDB|matplotlib|Git,Designed hybrid retrieval pipeline combining sparse and dense embeddings|Image classification with ResNet|Created GPT-4 powered Q&A system using LlamaIndex,LLM applications|RAG,Byju's,product,Mumbai,,,2026-02-11,2026-06-19,0.62,45,no,True,medium
C1268,Candidate C1268,Generative AI Specialist,4,LangChain|prompt engineering|ChromaDB|ChatGPT|GPT-4|OpenAI API|Jupyter|Git|AWS,Built document QA system with Pinecone vector store|Built RAG chatbot using LangChain and OpenAI|Built LangGraph agent for automated research,recommendation systems,Accenture,service,Remote,,https://portfolio.dev/c1268,2026-06-27,2026-06-23,0.74,30,yes,False,trap
C1269,Candidate C1269,Backend + ML Engineer,5,sparse retrieval|hybrid retrieval|learning-to-rank|embeddings|PostgreSQL|NDCG|semantic search|scikit-learn|sentence-transformers|Docker|Python|NumPy|GCP|Keras,Owned A/B testing infrastructure for ranking experiments at scale|Built semantic search system for product discovery using FAISS and sentence-transformers,computer vision|NLP,Zomato,product,Noida,,https://portfolio.dev/c1269,2026-06-18,2026-05-06,0.76,30,maybe,False,strong
C1270,Candidate C1270,Generative AI Specialist,4,LlamaIndex|LLM chains|RAG|Pinecone|Weaviate|LangChain|Keras|Linux,Created GPT-4 powered Q&A system using LlamaIndex|Created AI assistant using OpenAI function calling,ranking|search|NLP,HCL,service,Mumbai,,,2026-06-17,2026-05-18,0.56,90,maybe,False,trap
C1271,Candidate C1271,Staff ML Engineer,8,vector search|Python|Pinecone|LangChain|SQL|Azure|Spark|MongoDB,Deployed learning-to-rank model for marketplace search; 18% lift in CTR|Image classification with ResNet|Built document QA system with Pinecone vector store,generative AI|LLMs,Turing,product,Delhi,,https://portfolio.dev/c1271,2026-01-13,2026-05-08,0.81,15,yes,True,medium
C1272,Candidate C1272,Applied AI Engineer,3,FastAPI|Python|learning-to-rank|PostgreSQL|ranking evaluation|RAG|LLM chains|REST APIs|MongoDB|SQL|Jupyter|matplotlib|TensorFlow,Owned A/B testing infrastructure for ranking experiments at scale|Built LangGraph agent for automated research|Sentiment analysis classifier for product reviews,CV|robotics,Nykaa,product,Gurgaon,,,2026-01-21,2026-05-16,0.66,30,yes,False,medium
C1273,Candidate C1273,LLM Engineer,5,Weaviate|LLM chains|ChromaDB|prompt engineering|Pinecone|RAG|pandas|matplotlib|REST APIs|Spark,Created AI assistant using OpenAI function calling|Fine-tuned LLM using LoRA for customer support chatbot|Built document QA system with Pinecone vector store|Deployed LangChain pipeline for PDF summarisation,retrieval|ranking|recommendation|NLP,Infosys,service,Noida,https://github.com/candidate_c1273,,2026-06-26,2026-06-13,0.77,45,no,False,trap
C1274,Candidate C1274,ML Researcher,6,BM25|hybrid retrieval|vector search|sentence-transformers|matplotlib|GCP|Redis|Linux|AWS|TensorFlow,Image classification with ResNet|Named entity recognition model using spaCy,NLP|text classification,IISc,research,Delhi,,,2026-05-02,2026-06-21,0.69,0,no,False,research
C1275,Candidate C1275,AI Engineer,5,BM25|re-ranking|Docker|FAISS|sentence-transformers|MAP|sparse retrieval|hybrid retrieval|ranking evaluation|PostgreSQL|Kubernetes|FastAPI|vector search|TensorFlow|REST APIs|Keras|Kafka|AWS,Built recommendation engine for e-commerce using collaborative + content-based filtering|Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10,retrieval|ranking|recommendation|NLP,Urban Company,product,Chennai,,https://portfolio.dev/c1275,2026-06-02,2026-06-03,0.82,0,yes,True,strong
C1276,Candidate C1276,ML Engineer,10,A/B testing|MRR|production ML|learning-to-rank|Docker|FastAPI|hybrid retrieval|vector search|semantic search|AWS|Linux|pandas|matplotlib|Spark,Built semantic search system for product discovery using FAISS and sentence-transformers|Built and productionised candidate ranking API using FastAPI and vector search|Re-ranked search results using cross-encoder model; improved MRR by 22%,LLM applications|RAG,Groww,product,Chennai,https://github.com/candidate_c1276,,2026-06-22,2026-05-30,0.41,30,no,False,strong
C1277,Candidate C1277,Backend + ML Engineer,9,re-ranking|sparse retrieval|learning-to-rank|LangChain|ChatGPT|OpenAI API|Jupyter|Git|REST APIs,Designed hybrid retrieval pipeline combining sparse and dense embeddings|Created AI assistant using OpenAI function calling|Built LangGraph agent for automated research,NLP|text classification,Accenture,service,Hyderabad,,https://portfolio.dev/c1277,2026-03-03,2026-06-28,0.22,0,maybe,True,weak
C1278,Candidate C1278,ML Researcher,8,dense retrieval|embeddings|production ML|Kubernetes|MRR|ChromaDB|LangChain|RAG|Keras|NumPy|MongoDB|Linux,Built recommendation engine for e-commerce using collaborative + content-based filtering|Time series forecasting with LSTM|Text summarisation with BART,ranking|search|NLP,Exotel,product,Delhi,,https://portfolio.dev/c1278,2026-03-26,2026-05-06,0.83,90,no,True,medium
C1279,Candidate C1279,Research Scientist,6,MRR|Elasticsearch|sentence-transformers|Docker|Kubernetes|re-ranking|AutoGPT|LangGraph|OpenAI API|SQL|Kafka|Linux,"Implemented offline evaluation benchmark for ranking: NDCG, MRR, MAP|Text summarisation with BART|Built LangGraph agent for automated research",speech|audio,Urban Company,product,Noida,https://github.com/candidate_c1279,,2026-05-25,2026-05-16,0.34,30,no,True,medium
C1280,Candidate C1280,Research Scientist,7,BM25|vector search|TensorFlow|Redis|AWS|MongoDB|Keras,Image classification with ResNet|Named entity recognition model using spaCy,computer vision|NLP,IBM Research,research,Chennai,https://github.com/candidate_c1280,,2026-03-31,2026-05-29,0.68,30,no,True,research
C1281,Candidate C1281,Senior ML Engineer,3,Elasticsearch|learning-to-rank|sentence-transformers|semantic search|embeddings|LLM chains|prompt engineering|LlamaIndex|Weaviate|matplotlib|pandas|Spark|TensorFlow|NumPy,Owned A/B testing infrastructure for ranking experiments at scale|Fine-tuned LLM using LoRA for customer support chatbot|Text summarisation with BART,speech|audio,CleverTap,product,Mumbai,,,2026-05-21,2026-05-31,0.76,15,maybe,True,medium
C1282,Candidate C1282,Backend + ML Engineer,6,sparse retrieval|hybrid retrieval|search relevance|semantic search|PostgreSQL|MRR|FAISS|Docker|vector search|A/B testing|production ML|Kubernetes|Redis|Jupyter|Spark|SQL|Keras,Deployed learning-to-rank model for marketplace search; 18% lift in CTR|Owned A/B testing infrastructure for ranking experiments at scale,retrieval|ranking|recommendation|NLP,ShareChat,product,Pune,,https://portfolio.dev/c1282,2026-06-02,2026-05-05,0.5,30,yes,True,strong
C1283,Candidate C1283,ML Engineer,7,PostgreSQL|MRR|re-ranking|learning-to-rank|MAP|dense retrieval|FastAPI|vector search|A/B testing|Docker|production ML|NumPy|AWS|pandas|TensorFlow|GCP|REST APIs,Migrated BM25 search to dense retrieval; 35% improvement in recall@10|Owned A/B testing infrastructure for ranking experiments at scale|Built recommendation engine for e-commerce using collaborative + content-based filtering|Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10,generative AI|LLMs,Meesho,product,Remote,https://github.com/candidate_c1283,,2026-06-21,2026-05-28,0.33,90,no,True,strong
C1284,Candidate C1284,LLM Engineer,4,GPT-4|LLM chains|prompt engineering|LlamaIndex|LangChain|AutoGPT|Jupyter|SQL|REST APIs,Deployed LangChain pipeline for PDF summarisation|Created GPT-4 powered Q&A system using LlamaIndex|Built RAG chatbot using LangChain and OpenAI|Fine-tuned LLM using LoRA for customer support chatbot,search|information retrieval,TCS,service,Noida,,,2026-06-24,2026-05-09,0.76,60,no,True,trap
C1285,Candidate C1285,NLP Engineer,3,BM25|sparse retrieval|Python|Docker|MAP|RAG|Pinecone|LlamaIndex|LangGraph|Redis|AWS|Git|matplotlib,Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10|Fine-tuned LLM using LoRA for customer support chatbot|Deployed LangChain pipeline for PDF summarisation,generative AI|LLMs,Meesho,product,Chennai,,,2026-05-10,2026-06-28,0.7,30,yes,True,medium
C1286,Candidate C1286,Search Engineer,6,hybrid retrieval|FAISS|Elasticsearch|ranking evaluation|PyTorch|PostgreSQL|production ML|FastAPI|Docker|Kubernetes|dense retrieval|Kafka|REST APIs|GCP,Built recommendation engine for e-commerce using collaborative + content-based filtering|Owned A/B testing infrastructure for ranking experiments at scale|Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10,ranking|search|NLP,Dunzo,product,Delhi,https://github.com/candidate_c1286,,2026-07-01,2026-06-05,0.71,0,no,True,strong
C1287,Candidate C1287,AI Developer,4,LangGraph|prompt engineering|GPT-4|OpenAI API|ChromaDB|LLM chains|Weaviate|Pinecone|RAG|AutoGPT|ChatGPT|LlamaIndex|SQL|NumPy,Fine-tuned LLM using LoRA for customer support chatbot|Created AI assistant using OpenAI function calling|Created GPT-4 powered Q&A system using LlamaIndex|Built RAG chatbot using LangChain and OpenAI,retrieval|ranking|recommendation|NLP,Mphasis,service,Pune,,,2026-06-02,2026-05-04,0.61,60,no,False,trap
C1288,Candidate C1288,Backend + ML Engineer,9,A/B testing|Kubernetes|PostgreSQL|RAG|Keras|Linux|pandas,Deployed learning-to-rank model for marketplace search; 18% lift in CTR|Text summarisation with BART|Named entity recognition model using spaCy,recommendation systems,Cognizant,service,Bangalore,,,2026-03-04,2026-06-18,0.28,30,maybe,True,weak
C1289,Candidate C1289,LLM Engineer,4,ChatGPT|LLM chains|ChromaDB|LangChain|OpenAI API|LlamaIndex|RAG|SQL|Jupyter|MongoDB,Built document QA system with Pinecone vector store|Deployed LangChain pipeline for PDF summarisation,ranking|search|NLP,Capgemini,service,Chennai,,,2026-06-07,2026-06-06,0.65,90,maybe,True,trap
C1290,Candidate C1290,Generative AI Specialist,5,LLM chains|ChromaDB|Weaviate|OpenAI API|LangChain|Pinecone|GPT-4|AutoGPT|ChatGPT|LangGraph|prompt engineering|LlamaIndex|SQL|Kafka|MongoDB|TensorFlow,Created GPT-4 powered Q&A system using LlamaIndex|Built RAG chatbot using LangChain and OpenAI|Deployed LangChain pipeline for PDF summarisation,recommendation systems,Capgemini,service,Remote,,,2026-06-06,2026-05-17,0.44,45,no,True,trap
C1291,Candidate C1291,Generative AI Specialist,3,RAG|LLM chains|prompt engineering|ChatGPT|OpenAI API|GPT-4|ChromaDB|Weaviate|AutoGPT|Pinecone|LangChain|LangGraph|Git|AWS|matplotlib|Redis,Deployed LangChain pipeline for PDF summarisation|Created AI assistant using OpenAI function calling,recommendation systems,Accenture,service,Pune,,,2026-06-25,2026-05-08,0.74,90,maybe,True,trap
C1292,Candidate C1292,Staff ML Engineer,8,MAP|sparse retrieval|search relevance|NDCG|hybrid retrieval|Docker|learning-to-rank|FastAPI|semantic search|scikit-learn|FAISS|PyTorch|Kubernetes|embeddings|Kafka|pandas|Jupyter,Designed hybrid retrieval pipeline combining sparse and dense embeddings|Built semantic search system for product discovery using FAISS and sentence-transformers|Owned A/B testing infrastructure for ranking experiments at scale,search|information retrieval,Observe.AI,product,Bangalore,,https://portfolio.dev/c1292,2026-06-21,2026-06-26,0.87,0,maybe,True,strong
C1293,Candidate C1293,Senior Data Scientist,6,sentence-transformers|scikit-learn|search relevance|hybrid retrieval|Python|FastAPI|sparse retrieval|embeddings|MAP|NDCG|Linux|matplotlib|Jupyter|GCP,Designed hybrid retrieval pipeline combining sparse and dense embeddings|Built recommendation engine for e-commerce using collaborative + content-based filtering,search|information retrieval,CRED,product,Chennai,https://github.com/candidate_c1293,https://portfolio.dev/c1293,2026-06-29,2026-05-13,0.69,45,yes,False,strong
C1294,Candidate C1294,Search Engineer,5,vector search|FAISS|learning-to-rank|search relevance|MRR|PyTorch|sparse retrieval|sentence-transformers|hybrid retrieval|production ML|Docker|re-ranking|scikit-learn|Elasticsearch|Linux|pandas|Jupyter|matplotlib|Redis|MongoDB,Built semantic search system for product discovery using FAISS and sentence-transformers|Re-ranked search results using cross-encoder model; improved MRR by 22%|Owned A/B testing infrastructure for ranking experiments at scale|Built and productionised candidate ranking API using FastAPI and vector search,generative AI|LLMs,Dunzo,product,Pune,https://github.com/candidate_c1294,https://portfolio.dev/c1294,2026-06-03,2026-05-23,0.7,30,maybe,True,strong
C1295,Candidate C1295,Senior ML Engineer,3,PostgreSQL|vector search|scikit-learn|ChromaDB|Weaviate|ChatGPT|GCP|Spark|Git|Keras|SQL|pandas,Deployed learning-to-rank model for marketplace search; 18% lift in CTR|Deployed LangChain pipeline for PDF summarisation|Time series forecasting with LSTM,generative AI|LLMs,TCS,service,Kolkata,https://github.com/candidate_c1295,,2026-02-11,2026-05-21,0.33,30,maybe,True,weak
C1296,Candidate C1296,Senior ML Engineer,5,FAISS|ranking evaluation|Docker|Weaviate|Azure|Jupyter|MongoDB|Linux|Keras,Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10|Created AI assistant using OpenAI function calling|Built document QA system with Pinecone vector store,ranking|search|NLP,LTIMindtree,service,Kolkata,,,2026-02-23,2026-05-24,0.31,60,maybe,True,weak
C1297,Candidate C1297,Generative AI Specialist,6,Python|scikit-learn|ranking evaluation|ChatGPT|LLM chains|Spark|matplotlib|TensorFlow|Keras,Designed hybrid retrieval pipeline combining sparse and dense embeddings|Text summarisation with BART|Built LangGraph agent for automated research,search|information retrieval,Infosys,service,Gurgaon,https://github.com/candidate_c1297,https://portfolio.dev/c1297,2026-03-12,2026-06-20,0.35,0,no,True,weak
C1298,Candidate C1298,NLP Engineer,7,semantic search|FAISS|Python|Elasticsearch|production ML|MRR|BM25|ranking evaluation|NDCG|PyTorch|MAP|sparse retrieval|Kubernetes|hybrid retrieval|Azure|SQL|Git|pandas,Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10|Built semantic search system for product discovery using FAISS and sentence-transformers|Deployed learning-to-rank model for marketplace search; 18% lift in CTR,generative AI|LLMs,Groww,product,Kolkata,https://github.com/candidate_c1298,https://portfolio.dev/c1298,2026-06-11,2026-05-12,0.88,30,yes,True,strong
C1299,Candidate C1299,Backend + ML Engineer,4,vector search|re-ranking|GPT-4|prompt engineering|TensorFlow|MongoDB|Redis|Azure|matplotlib|Linux,Built semantic search system for product discovery using FAISS and sentence-transformers|Time series forecasting with LSTM|Text summarisation with BART,search|information retrieval,CleverTap,product,Pune,,,2026-02-05,2026-06-13,0.81,30,yes,True,medium
C1300,Candidate C1300,Principal Engineer,9,sentence-transformers|FastAPI|embeddings|PyTorch|re-ranking|BM25|Docker|dense retrieval|production ML|semantic search|search relevance|NDCG|ranking evaluation|MongoDB|TensorFlow|Kafka|matplotlib,"Re-ranked search results using cross-encoder model; improved MRR by 22%|Migrated BM25 search to dense retrieval; 35% improvement in recall@10|Implemented offline evaluation benchmark for ranking: NDCG, MRR, MAP",CV|robotics,Redrob AI,product,Hyderabad,https://github.com/candidate_c1300,,2026-06-19,2026-05-22,0.9,60,maybe,True,strong
C1301,Candidate C1301,Search Engineer,4,dense retrieval|PostgreSQL|BM25|semantic search|NDCG|OpenAI API|Redis|NumPy|Kafka,Designed hybrid retrieval pipeline combining sparse and dense embeddings|Built document QA system with Pinecone vector store|Time series forecasting with LSTM,retrieval|ranking|recommendation|NLP,Byju's,product,Delhi,,,2026-02-23,2026-05-30,0.7,45,no,False,medium
C1302,Candidate C1302,Search Engineer,5,ranking evaluation|NDCG|scikit-learn|sentence-transformers|semantic search|RAG|Kafka|Spark|REST APIs,Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10|Created GPT-4 powered Q&A system using LlamaIndex|Created AI assistant using OpenAI function calling,retrieval|ranking|recommendation|NLP,Meesho,product,Mumbai,,,2026-02-03,2026-06-19,0.52,90,no,True,medium
C1303,Candidate C1303,LLM Engineer,4,LangChain|RAG|LlamaIndex|ChromaDB|Weaviate|prompt engineering|ChatGPT|LangGraph|SQL|matplotlib|MongoDB|Kafka,Built LangGraph agent for automated research|Built document QA system with Pinecone vector store,search|information retrieval,Wipro,service,Noida,,,2026-06-24,2026-05-16,0.79,45,yes,False,trap
C1304,Candidate C1304,Generative AI Specialist,4,ChatGPT|AutoGPT|prompt engineering|LangChain|ChromaDB|OpenAI API|RAG|Redis|SQL,Built LangGraph agent for automated research|Created AI assistant using OpenAI function calling|Fine-tuned LLM using LoRA for customer support chatbot,LLM applications|RAG,Accenture,service,Remote,,https://portfolio.dev/c1304,2026-06-24,2026-06-05,0.58,45,maybe,True,trap
C1305,Candidate C1305,AI Developer,3,Weaviate|Pinecone|prompt engineering|AutoGPT|GPT-4|ChatGPT|LangChain|NumPy|Redis|REST APIs,Built RAG chatbot using LangChain and OpenAI|Created AI assistant using OpenAI function calling,speech|audio,Accenture,service,Remote,https://github.com/candidate_c1305,https://portfolio.dev/c1305,2026-06-26,2026-06-29,0.84,60,no,True,trap
C1306,Candidate C1306,Research Scientist,6,hybrid retrieval|Python|Jupyter|SQL|Git|GCP|Azure|Keras,Sentiment analysis classifier for product reviews|Named entity recognition model using spaCy,speech|audio,Microsoft Research India,research,Noida,,,2026-03-07,2026-06-01,0.78,45,yes,True,research
C1307,Candidate C1307,LLM Engineer,5,prompt engineering|LlamaIndex|LangGraph|ChatGPT|RAG|GPT-4|LangChain|NumPy|Git,Deployed LangChain pipeline for PDF summarisation|Created GPT-4 powered Q&A system using LlamaIndex|Built LangGraph agent for automated research,LLM applications|RAG,Cognizant,service,Kolkata,,,2026-06-02,2026-05-26,0.87,45,no,True,trap
C1308,Candidate C1308,ML Researcher,7,hybrid retrieval|FAISS|pandas|NumPy|Azure|MongoDB|Git,Image classification with ResNet|Sentiment analysis classifier for product reviews,search|information retrieval,IBM Research,research,Kolkata,,,2026-05-13,2026-06-14,0.87,60,no,True,research
C1309,Candidate C1309,Search Engineer,6,sentence-transformers|search relevance|hybrid retrieval|Docker|Weaviate|ChatGPT|OpenAI API|Azure|REST APIs|Spark|SQL|matplotlib,Re-ranked search results using cross-encoder model; improved MRR by 22%|Built LangGraph agent for automated research|Created AI assistant using OpenAI function calling,generative AI|LLMs,LTIMindtree,service,Pune,,,2026-05-04,2026-06-06,0.11,30,yes,True,weak
C1310,Candidate C1310,ML Engineer,3,FastAPI|NDCG|BM25|LangChain|LLM chains|GCP|Redis|REST APIs,Built recommendation engine for e-commerce using collaborative + content-based filtering|Text summarisation with BART|Built LangGraph agent for automated research,NLP|text classification,Infosys,service,Gurgaon,,,2026-06-03,2026-05-20,0.8,90,no,True,medium
C1311,Candidate C1311,LLM Engineer,3,LangGraph|LlamaIndex|AutoGPT|Pinecone|Weaviate|RAG|GPT-4|LangChain|ChatGPT|ChromaDB|prompt engineering|Azure|Spark|GCP,Created GPT-4 powered Q&A system using LlamaIndex|Built RAG chatbot using LangChain and OpenAI,retrieval|ranking|recommendation|NLP,Infosys,service,Noida,https://github.com/candidate_c1311,,2026-06-18,2026-06-30,0.94,30,yes,True,trap
C1312,Candidate C1312,Generative AI Specialist,3,Pinecone|ChromaDB|LlamaIndex|prompt engineering|GPT-4|LLM chains|RAG|ChatGPT|LangGraph|LangChain|Azure|Linux,Fine-tuned LLM using LoRA for customer support chatbot|Created GPT-4 powered Q&A system using LlamaIndex|Built RAG chatbot using LangChain and OpenAI,generative AI|LLMs,Infosys,service,Remote,https://github.com/candidate_c1312,,2026-06-11,2026-06-11,0.31,15,no,True,trap
C1313,Candidate C1313,Senior ML Engineer,5,MRR|search relevance|PyTorch|FastAPI|hybrid retrieval|RAG|Pinecone|Keras|AWS|GCP|Git|MongoDB,Designed hybrid retrieval pipeline combining sparse and dense embeddings|Image classification with ResNet|Sentiment analysis classifier for product reviews,computer vision|NLP,Razorpay,product,Hyderabad,,,2026-03-29,2026-06-30,0.7,60,no,False,medium
C1314,Candidate C1314,Senior ML Engineer,8,search relevance|hybrid retrieval|MRR|ranking evaluation|sparse retrieval|production ML|LangChain|TensorFlow|matplotlib|AWS|Linux,Deployed learning-to-rank model for marketplace search; 18% lift in CTR|Built LangGraph agent for automated research|Built document QA system with Pinecone vector store,retrieval|ranking|recommendation|NLP,PhonePe,product,Bangalore,https://github.com/candidate_c1314,,2026-04-23,2026-05-03,0.77,45,maybe,True,medium
